text	label
작은사이즈주문하다 조금큰것주문했어요 맛있어요	1
조아요 작은사이즈 활용도 굿	1
작은사이즈에 단단한 마무리도 좋고 충전속도도 좋아요. 하지만 함께산 스탠드는 오천원이라고하기엔 너무나도 허접합니다. 그래도 스탠드없으면 아쉬울같아요	1
설치할려면 자꾸 미끄러져요 ㅠㅠ	0
E18 인견레이스속바지 시켰어요 리뷰에 정사이즈라고 정사이즈로 시켰더니 작네요 뱃살 많이 없는 55인데 L작아요. 가격이 싸고 질이좋아서 그냥 제가 조금 손봐서 입어야겠어요 한치수 꼭 크게 시키세요	1
부산까지 못가는 아쉬움 이걸로 달래봅니다 너므 맛있어요	1
빠르고 안전하게 배송되어 왔고, 블랙박스에 메모리 삽입하고 포맷한번한후 작동완료~~ 강추제품	1
현지에서 사는 유심보다 많이 느리네요 ㅜ	0
고구마 좋아해서..진짜 여기저기 많이 시켜봤는데..싹이나있는건 처음 받아보네요..싹이 나있는게 80프로. .	0
맛있어요 구매할생각하다가 생각보다 비싸서못했는데 세일딱하길래 바로구매했지요~ 맛보니 진짜과일간맛이나요~만족합니다	1
예뻐요!! > _< 남친이랑 둘이 커플로 맞췄는데 너무 예쁘네요 ㅎㅎ 중간에 각인 수정했어야 했는데 문자주셔서 친절히 응대해주셨습니다 ㅎㅎ 덕분에 빠르게 받았어요!!색이 좀 밝게 나왔는데 핑크는 오두운 인디핑크에요 ㅎㅎ	1
인견이 편해요	1
그립감이 좋고 부드럽네요	1
재구매 고구마 이번이 세번째 재주문이에요 좋네요	1
가리개 만들려고샀는데 접착력 짱이에요 접착력 별로일줄알고 무접착 사서 천에 꼬맸는데 그냥 찐득이사사 붙였어도 잘 붙어있었을거같아요 많이파세요	1
공항 떠나는날 돈넣고 쓰다가 환전한거 더 넣을라햇는데 ㅡㅡ이게뭔가요 돈넣은부분 박음질되어잇는곳이 찢어져잇고 돈다 잃어버리고 해외 거지될뻔햇어요 복대?2개삿는데 불안해서 아예 하나 뜯지도 않앗어요	0
아직 안먹어봤지만!	1
처음 일주일 기다릴땐 아 침대를 직접 만들어서 오는구나 했고 2주가 넘었을땐 아 나무를 직접 심어서 만드는구나 했네요 겁나 오래걸림.	1
작아요 너무작아 진심 왤ㅋ니ㅣ..후ㅋㅋ진심 진ㄱ아요너무작아서노리니한곡부를께요 사나이로태어나서힌일도많다만	1
아직 며칠밖에 안써봤는데 흡수력은 좋은거 같아요	1
아이들이 잘먹어여~~	1
생해바라기씨 괜춘하네요 :) 쩐내 걱정을 좀 했었는데 잡내 없고 좋으네요. 스승의날 강정만드는데에 사용했는데 구워 쓰니 풍미도 좋고~ 잘 썼습니다 :)	1
롤러 하나가 한번쓰고나니 바로 까짐	0
케이스에 들어있어서 좋아요	1
배송빠르고 맛도 괜찮았네요~	1
잠수함 딜레이대서 결국 우도 늦게들어가고 우도 순횐버스 끊어져서 결국 한시간 걷다가만 들어옴	0
가나다라마바라차카자아르	1
반 머리든, 온 머리든 착용할수가 없네요..무게감때문인지 계속 흘러내림. 퍼머한 머리는 나을지도 모르겠네요..아쉽네요. 무게감이 여튼 있고 쇠냄새도.. -_-; 쩝	0
너무좋아요 포근하고 딱좋은거같아요	1
진짜 시중보다 저렴하고 이쁩니다!	1
면 재질도 좋아보아고 디자인도 이뻐요	1
배송도 빠르고 비즈도 너무 예뻐요! 기본 비즈보다 원자재가 더 비싸서 그런지 양이 그렇게 만지는 않아요~ 그래도 반지 만들고나니 엄청 예뻐서 만족스러워요~~~	1
손잡이 설치가 어렵긴해도 상품은 빨리 배송되어 좋아요	1
재구매 한세트에 두개 더 주신다고 하셔서 두세트 구매했는데 두개만 왓구요 적응과일B시켯눈데 망고만 6개 왓어요 ㅠㅠ	0
적극추천 튼튼하고 디자인깔끔하고 설치하니이렇게편한걸왜이제야했는지 너무좋습니다 판매자분도너무친절하고강추!	1
좋어요굿드	1
맛있고 패키지가 이쁩니다 선물로 좋아요	1
한치수 크게 사면 딱 좋아요	1
너무 큰걸 삿어요 ㅠㅠ	0
한달입느니 보폴이 너무 일어남	0
배송 잘 받았어요. 엄청 많네요. 아직 먹어보진 않았지만 후기가 좋으니까^^ 잘 먹을께요~	1
다른 사양옴	0
만족합니다. 잘 구입했습니다. 없을때는 없는대로 잘 썼지만 있으니까 확실히 편하고 좋습니다. 선도 튼튼하고 추천합니다.	1
1+1이라고 쓰여있어서 일부로 구매했는데. 그란떼 사이즈만 1+1이네요. 그란떼 사이즈만 해당되는데 낚시성 제목 고치세요. 기분나쁘네요	0
아삭아삭하고 주스도 맛있습니다. 싱싱합니디	1
함께 배송되어 온 제품이 터져서 온통 국물이 묻고 정말 속상했어요	0
화면에서 보는거랑은 영 달라요 사기당한 기분이예요 스틸라가 이런상품이 아닌였는데 ㅠ	0
반신반의 하고 시켰는데 너~~~~무좋아요 담에 많이시겨야겠어요 신기해요..피부가 부드러운게	1
ㅎ 야기 기저귀 가방 안에 넣었어요 다른 제품은 흐물하고싸고 그러단ㄱ새ㅔㅣ 그래서 이설루 구매해쿄어요	1
소음때문에해본건데요,조금줄긴했어요.외풍도어느정도잘막아줍니다	1
생각보다 크고 이뻐요 앞으로 좋은일만 생겼으면 좋겠어요^^	1
약간 수영복같은 느낌이에요	1
필터 이번에 추가구매합니다	1
얹어지긴하니 교환 귀찮아서 그냥 씁니다. 박스도 찢겨오고 막 담은것 같이 와서 별로였는데 다리펴고 설치하려니까 완전 다리가 절더라구요 ㅋㅋ 그나마 건반 얹으니 덜 흔들리는 정도	1
. 예전에타제품하고는.완전다름.. 한약.냄새만나고	0
잘쓰고있어요. 촉촉하고 편해서 좋아요	1
한번에 너무 많이 먹는거 빼고는 좋으요	1
배송이 15일걸린듯	0
맛도 좋고 배송도 빨라 마음에듭니다. 가격도 착하니 다음에 또 시킬께요.	1
닭다리살로 묵은지 찌개완성~^^맛나유	1
드디어 기다리고 기다리던 제품이 왔습니다. 확실히 이전에 쓰던 HDD보다 파일 전송속도가 빨라서 만족합니다.	1
왤케 짠맛이 많이나죠? 시원하게 갓 담근 느낌을 원했는데 갈수록 너무 짜지는거 같아요	0
그냥 뭐 믿고쓰는거져 ㅋㅋㅋ 그런 아이템이 왜 이제야 나왔나 싶을정도로 너무 좋아용	1
약간 속쓰림이 있다고 하네요	1
기대한데로 왔습니다. 붙이는것도 어렵지 않습니다.	0
괜찮은것 같아요 괜찮은것 같아요 괜찮은것 같아용	1
얇디얇아요~ 꼭 두장 겹쳐야함 ㅋㅋ	1
성분이좋아 구매했는데 일단 향이 너무 안좋아요 개털냄새... 그리고 씻고난후에 되게 건조함 두개샀는데 하나는 누구주던해야겠어요	0
왜이름이 홈웨어인지 알겠어요~ 면은 얇고 좋은데 입어보니 너무 어중간 ㅎㅎ	0
저랑은 안맞나봐요.. 오히려 변비가 걸린 듯하고 방귀만 엄청 나오고 배만 꾸르륵 거리네요 ㅠㅠ	0
싸게잘삿어요 중간분리되서씻기편해요	1
색 진짜 예뻐요 💙 많이들 사세요!	1
와 진짜 맨들맨들해졌ㄴ어요ㅠㅠ 손잡이가있어서 밀기도 편하고 써본것중 젤 좋아요	1
애기 주방 놀이에 쓰려고 구입햇는데 너무 이뻐요	1
제품은 좋은데 배송 엄청 느립니다 1주일만에 받았어요	0
지금껏 플라워팜팜에서 여섯 번? 일곱 번쯤 구매했는데 늘 만족이었다면 이번 블랙잭은 너무 별로에요 잎이 너무 크고 흐물거려요 비염퇴치등 효과를 기대하기 위해서라면 좋지만 관상용은 아닌듯요 제가 알던, 그리고 판매 사진에 올려진 블랙잭이 전혀 아닙니다	0
아주좋아요!ㅋㅋ잘받았습니다. 빠른배송에다가 기타줄을 구매할 수 있어서 좋았어요~ 다음에도 여기서 사야겠어요 사은품으로 카포까지 주셔서 더 좋아요~ 빠른배송에다가 사은품까지 굿입니다	1
너무부실해요. 숫자나오는것도 금방 떨어질거같아 실망감이...오래사용하지는 못할거같아요	0
재구매 배송도 빠르고 서비스도 좋아요! 정말 만족합니다!!!! 추천해요 ✺◟(∗❛ัᴗ❛ั∗)◞✺	1
굿ㅋ 매번 먹는 아기 비타민ㅋㅋ첨가물없이 좋게 잘먹으니 매번 재구매합니다ㅋ계속먹일예정입니다.ㅋㅋㅋ	1
좋넹ㅎㅋㅌ	1
처음 사용해봤는데 만족스러워요	1
배송은 빨랐어요. 줄이 탈부착되면 훨씬좋았을것같아요	0
음쓰가 많지 않아도 물이 잘 내려가지 않고 고리에 곰팡이가 너무 금방 껴서 지저분해요.	0
제품도 깨끗하게 배송되었구요. 맛도 건강해지는 느낌입니다. 추천합니다.	1
아기가 잘 잡고 먹어서 좋아요	1
흠나이건정말좀 생각을더해봐야함	1
뒤로 기대면 넘어질 것 같아서 불안해요ㅠ	0
너무달아요. 기대한맛이 아니에요.	0
배송부분 정말 실망스럽네요 늦을순있지만 판매자분 대처가 아쉽네요	0
너무약해요 진짜약하구요 쓰지 못 하고있어요.. 너무 잘 떨어져서 바닦에 굴러 다녔어요ㅜ 아깝네요 쓰지도 못 하고	0
기대이상 너무 좋네요.	1
소량 먹고 알레르기로 응급실 다녀옴	0
셋트로 시켰는대 600은 않 왔네요 출장갔다가 와이프가 받았는대 택배 라벨에는 두개 보냈는대 한개만 들어 있네요 택배 상자가 두개 넣기에는 너묵 작아보이는대..조치바랍니다	0
생각보다 기능이많아요ㅋ집게형 이지만 밑에 세울수 있는 클립같은게 붙어있어 세울수도 있어요ㅋ다만 기대가 컸던것인지,,, 타이머 기능은0초에서 시작해서 본인이 꺼야한다는ㅎㅎ;;	1
배송도 빠르고 데일리로 메고 다니기 딱이에요	1
재구매 촉촉하고 자고 일어나면 확실히 달라진 피부를 느껴요	1
왠만한 장난감 다 좋아하는데 얘는 아무리 노력해도 안 하고 치약 묻혀주면 핥기만 해요ㅜㅜ	0
재구매 지난번에 주문하고 재주문해요!!	1
택배가 불만이네요	1
평소 먹던것보다 더 양도많고 포장도 깔끔합니다 입이 심심할 때 먹을 때 이만한게 없는 거 같아요ㅡ 매우 좋습니다!	1
받아보니 스크래치 장난아니에요.... 원래 이런건가요? 같이 주문한 다른것들은 괜찮은데 이 상품만 유독 스크래치가 심하네요.	0
두마리라 많이쟁겨두려고 샀는데 딱좋네요 다쓰면또주문할께요	1
역시 기다린 보람이 있는 제품이군요!!	1
택배신경좀써주시길요..	1
3종 셋트인줄 알고 주문 했었는데. . . 제일작은거로 1장 왔네요. 오해를 살수있는 3장 짜리 사진은 올리지 않았으면 좋겠네요. 큰게 필요했었는데, 제일 작은걸로 열라게 닦아야겠네요	1
스키니피그, 라라스윗 먹다가 주문해봤는데 가장 맛없어요. 크림이 아니라 셔벗에 가까워요.	0
재구매 깨끗하고 소포장이 만족	1
정말 비추천입니다. 세정력 없어요. 거품은 잘나요.머릿결 뻣뻣ㅜㅠ	0
아... 옵션을 잘못 고름 플라스틱 단단한거 사려 했는데 이상한 쓰지도 못할 일회용 같은걸 고름ㅠ	0
국산인 줄 알았는데 제가 잘못 본건지...	0
사이즈 딱좋아요 이쁘네요 정사이즈 신으시면 됩니다 가격대비 너무 좋은거 같네요 신발도 나이키 프리런 만큼 가벼운듯 합니다 반창하세요	1
배송도 너무 늦고 색상빠짐 다시는 구매하고 싶지 않음	0
너무이뻐요 생각보다 사이즈 크게나오ㆍ듯 합니다	1
재구매 소스 간도 맞고 야채도 싱싱하고 고기도 괜찮았어요~ 잘 먹었습니다^^	1
완전풀커버네요~~ 혹시몰라서 3개구매요^^ 잘쓸게요	1
맘에 듭니다 배송은 시간이 걸렸습니다	1
왜 냄새가? 냄새가 나요. 굵은 베트남 국수 먹었을 때는 냄새가 안 났는데, 이것은 오래된 냄새가 납니다. 그래서 할 수 없이, 김 가루 뿌려서 냄새 제거하고 먹습니다. 오래된 것입니까?	0
궁금해도 사먹어보진 말아야할맛	0
건조기 돌리니 줄어들어서 점수가 적어요	0
늘 쓰는제품 싸게 구매해서 좋아요	1
일인분씩 있어서 좋아요	1
기대됩니다!! 다녀와평쓰겠습니다	1
하하하 다 좋은데 택배가 6일만에 왔네요 해외배송인줄 알았어요 다음부터는 안시키겠습니다	0
배송은 빠르고요 제품은 너무약해요	0
면이라서 구김도 있고 늘어짐도 있어요 그래도 민감한 피부아이에게는 면이 좋아서 시원하게 입혀요 가격착하고 좋아요	1
뒷면에 자국이..ㅡㅡ;;	0
좋습니다 너무이쁘네요	1
진짜 별로에요 다신인살거에요 엄청 얇고 뽑을때 세로로 늘어나서 완전 별로에요.. 20개나시켰는데,,	0
너무 비싸요! 인터넷상에는 3마리! 주는것처럼 거짓광고! 에 속아서...ㅡㅡ 구매평가도 알바! 본인들이 올린듯!.. 구매! 하지들 마세요. 돈!이 썩어나면 드셔도될듯..	0
부드럽고 좋아요 감촉도	1
폼보드에 프린트 꽃장식이 다인데 이가격이면 정말 당황스럽네요. 급해서 사용하긴 했습니다만 앞부분을제외한 다른제품들은 추가구성이고 결혼식전에 붙이고 다녀오니 떨어져 있었습니다.	0
아이를 위해 구입한것인데 떼어낼때 아파요	1
루뤄러려쳐ㅕㅕㅡ가두울	1
재구매 얼마전에 임보중이던 냥이들을 보내며 이제는 구입할일이 없어졌는데 사용하는 동안 제일 좋았던 점은 탈취력때문에 엄청 좋았어요!!	1
정맥류가 있어 구입했는데 허벅지 부분에 실리콘이 없어서 걸으면 흘려내려요 그것 빼고는 만족합니다 사실때 참고 하세요	1
사용설명서도 없고 어떻게 사용하는지 전혀 모르겟ㅇ요	0
디자인이 이쁘고 세련됬어용ㅇ	1
평이넘좋던데ㅠㅠ 저는사실 이가격만합니다 고정이잘안되고 흔들흔들해요 그냥 대충 쓸려고요	0
배송 빠르게 왔어요~ 싼 가격에 맥 립스틱 득템해서 좋네요 ㅎㅎ	1
방수 베개커버 굿굿	1
색깔 예뻐요! 마일드라 눈부시지 않고 적당히 밝은 녹색이에용 맘에 드네요 가격도 저렴하고 색깔도 예뻐요~~	1
빠르고 정확한 배송에 만족	1
7천원치곤 그닥... 개헌죽 짧은걸로 3개 꼿아놨는데 뭔가 어색해보인다는 ㅡㅡ;;	0
생각보다 커서 좋았어요~ 화이트 사고싶었는데 핑크도 예쁘네요 잘쓸께요☺️	1
디자인도 이쁘고 보온도 잘됩니다	1
제차에는 맞지않아서 그냥 방치중이에요	0
비용을 주고 설치하는데 본인은 후방카메라가 아니고 블랙박스 담당이라면서 괜히 불편하게 하고 약속하고 시간내서 만났으면서도 드릴 베터리 없다고 다음날 해주신다고 하고 설치 이후에 차량 고장으로 인하여 평일에 업체에 전화예정에 있습니다.	0
가격대비 가성비 최고에요 넘 맘에 들어요	1
한 종류당 가격 상관없이 소스 증정이라고 했으면서 6만원이상일때 기준이 따로 있더라고요 어이가 없는데 찾아봐도 그런 글도 어디도 없고 사기 당한 기분이고 별로에요 싸고 좋은데 이런거는 신경 써 주세요	0
그닥 품질이 좋아보이지는않네요...봉지에 ..	0
배송도 좋고 상품이 무척 좋네요~^^*	1
일단 택배 열었을 때 사진과 같이 두 부분 손상 있음, 거기다 어려울 것 없는 조립인데 1개의 하단프레임이 상단프레임 구멍에 잘맞지 않아 억지로 집어 넣느라 개고생함 귀찮아서 반품안하는데 재구매 의사 없음	0
다른거 사면서 다른거 사면서 같이 주문한건데맛도 좋구 가격도 싸고 성공햇어요~~낙지젓갈은 가격이 좀 올랏네요.	1
배송은 빨라서 좋았는데 전에쓰던것보다 딱딱해요 같은제품인데 왜그런지..	1
크!!!!! 마음에 쏙!!	1
초고속 배송으로 주문하고 다음날에 받았어요. 항상 먹는제품이라 맛은 좋아요!	1
시계가보기보다 작아서 보기가힘들듯	0
손수건도 주시고 배송도 빠르고 좋아요~~	1
줄이나무기랑여줄이마무길어요	1
배송도 빠르고 물건도 좋아요. 배송 착오가 있어 문의글 올렸더니 처리도 깔끔하고 친절하게 해 주셔서 만족스럽습니다. 친구에게 이니셜 팔찌 선물하니 좋아하네요! 비즈 팔찌 반지 만들기에 재미 붙였어요	1
물건 좋습니다! 많이 잡을수 있을거 같습니다	1
무난 그냥저냥그래ㄴ	0
사다리가 수평이 안 맞아서 뒤뚱거리네요	1
재구매 아이가 좋아해서 재구매했습니다 이제 날이 더워지니 더 많이 먹을것같아요 제입에도 맛있어요^^	1
255사이즈가 260같아여 .. 자세히 기재 해주셧으면 ㅠㅠ	1
항상사는거에요 검정색이 젤 잘맞아요	1
상품 잘 받았습니다. 마음에듭니다.	1
옷 입었을때 느낌은 괜찮습니다 상체에 살 집있는 사람이 입으면 아저씨됩니다 모델이 입은거보고사면 생각하면 안됩니다	0
재미있는악기네요! 전자악기를 한번 써보았는데 새로운 느낌이더군요. 하지만 소리가작은점에서 아쉬웠습니다. 그거빼고는 매우 재미있는악기입니다!	1
배송이빠르고좋아요~	1
아기가 좋아해요 괜찮아요 15개월 아기가 초반엔 서서 뛰어 내려오고 미끄럼틀에서 몇번 떨어지고 같이 몇번 구르고나서야 가르쳐준대로 진정하고 탑니다ㅎㅎ 그래도 이거 탈땐 혼자 두면 안될거같아요.	1
효과가 넘나 미미해요 이거말고 다른팩도 써보았는데 그땐 순간이라도 효과가 느껴졌었거든요 재구매 안할것같아요	0
편하고좋음 마니큼 굿굿	1
서랍장밑에 바퀴를 고정시키는 나사1개가 빠져서 왔습니다;;;; 1개로 고정시키킨햇네요.... 디자인은 역시 맘에 드네요	1
매실 인터넷으로 구입하는거 처음이라 좀 걱정했는데 크기도 크고 무른거 하나없이 싱싱하게 배달됐네요 ㅋㅋ 매실청담구려 주문했는데 생각보다 상태가 훨씬 좋아서 만족합니다.	1
쓰레기상품 역대 최악 상품 이라 쓰기도 18같아서 안쓸려고했는데 이게 뭐야! 상품에 3자를 쓴거같은데 다번져서 온 천지 다묻어있고 손잡이 스폰지는 구멍다나있고 개같은 상품이다진짜..	0
러볼핀셋으로 떼는데도 3D면 3가닥으로 분리됨 5가닥은 5개로분리 황당하네용	0
화면보다는별로입니다	0
잘 받았어요. 하지만 유통기한이 너무 짧은걸 보내셨네요.	1
조개젓이 많이짜네요 다른젓갈은 안 짠데 조개젓은 유난히 짭니다	0
구우나압나야하나마파	1
다이어트 필수품!! 추천합니다	1
요즘 같은 때 애들있는 집에서 배달 음식 보다 한 끼 준비하기 좋아요	1
뚜껑부분 잘 벗겨져서 버렸어요...	1
혼자서는 못하겠어요 눈이 너무시리네요	0
재구매 아프지않고 밀려서 애기들이 좋아해요.	1
면이불인줄 알았는데 폴리100이네요 ㅜ 자세히 안보고 제목만 봐서 면이불인줄 ....상세 내용을 자세히 잘보고 구매해야할듯 해요	1
재구매 이거먹고 화장실을 맘편히가서 너무 좋아요 ㅋㅋ 앞으로 꾸준히먹으려고 합니다!	1
데싱디바 최고예요 할인때 좋은가격에 득템했어요	1
제가 실수로 사이즈를 잘못주문해서 사용은 못했어요.	1
ㅠ분유를 바꿧는데 우리아기는 입에 안맞는지 먹질않아요ㅠ	1
물건도 좋고 너무 친절하셔서 좋았습니다!	1
한달정도 사용했는데 한달정도 사용했는데 물흡수가거의 안돼서 나올때 발수건 깔아놓네요 그리고 색상도 화면은 토다운된 블루인데 실물은 훨씬 밝아요. 화면이 더 이뻐요. 좀 아쉽네요 기대했는데... ....	0
포장도, 배송도 좋았습니다~~맛있길 기대해요 ㅎㅎ	1
디자인은 예쁜데 배송이 너무 오래걸렸어요. 받자마자 단추가 2개 떨어져서 다시 꿰맸네요. 원래 이런 제품인지.. 가격이 저렴하니 일단 감안하겠습니다.	0
솔직히 브랜드랑 디자인만보고 샀다고 신랑한테 잔소리 들었어요ㅠ	0
퍼즐 액자에넣어 선물했어요 예뻐요	1
재구매 박스에서 벌레 나왔어요 진짜 다행히 제품에는 아니고 택배 상자에 두마리요 ㅡㅡ	0
쿤 큐어느어나뉴ㅠ터뉴너유나나뉴어나유나누너냐뉴어어오야너어냐냐노냐녀노녀냐냐코커년ㅍ너너노냔ㅍ여나저넌	1
좋네요 좋아요.좋습니다~	1
아직써보진않았지만 써볼게요	1
재구매 식사대신으로 항상 구매하는 품목입니다 달지 않고 고소해요 빨대가 있어 먹기도 편하구요	0
기름개많음 두번째시킨건데... 다버림 다신안시켜	0
재구매 매번시켜먹어서 맛있고 배송빨라서 좋아요	1
상품 배송이 빨라서 좋네요	1
두번째구입이용!!!괜찬앟요	1
그럭저럭 쓸만하네요	1
재구매 이곳에서 장갑을 잘사용하고 있습니다 여분이 남아 좀늦게 사용하게되었습니다 요번에 온 장갑은 장갑에서 창고썩은냄새가 진동을 하네요 한번 끼고나면 집에돌아와 씻어도 냄새가 잘빠지지 않더라고요 잘확인하시고 판매 부탁드려요	1
아주아주 훌륭한 제품입니다. 잘쓰고있어용	1
재구매 역시 빠르고 좋습니다.	1
디자인은 만족합니다. 하지만 한줄한줄 크기가 커서 내 손목에 딱 맞게 조절은 조금 어렵고 버터플라이형 버클이다보니 양쪽 줄 사이즈를 맞춰야합니다. 버클이 무조건 가운데로 오려고해서	1
재구매 음식을 담아도 별로 이뿌지가 않아요...색이 어수선해요	0
생각보다 크네요.물건 상태는 가격이 저렴하니 마감은 별로 기대 안하시는게 좋을듯 합니다..	1
배송빠르네오ㅡ 수고하세요	0
살빠지는데 효과 없는거같아요 ㅠ 맛은있는데	1
이너텐트 너무 따뜻해서 반팔도 가능함다 굳굳.	1
늘 먹이는 제품이며 잘 먹습니다.	1
사진이랑 순서 엉망에 재료 종류도 제대로 안적혀 있고.. 엄청나게 느끼하고 최악의 밀키트	0
북유럽 트로피컬디자인이 유행이라 고터에서 구입하고 비슷한 무늬에 저렴한가격을 보고 너무 기뻐하며 구매했는데 천이 다르네요	1
탱탱해서 맛있게 잘먹었어용	1
빤타스틱하고깕ㄹ끔해요	1
요령이없어그런가 다들 어찌 신으시는지 모르겠어요ㅜㅜ한번 시도해보고싶어 사긴했는데효과보기도전에 포기했네요...ㅠㅠ	0
조립하기도 너무 쉽고 가격도 착하고	1
배송도 빠르구 오자마자 구워먹어봣는데 진짜 진짜 맛있네요 굿굿 강추합니다	1
일단 톤업이 되는지 잘 모르겠고 발림성은 좋으나 마스크를 써도 안묻어나온다는건 아닌거 같습니다. 검정마스크에 다 묻어나오네요.	0
가족들이 다좋아해용ㅋㅋㅋ	1
달콤하고 많이 짜지도않아 아기가 잘먹네요	1
저한테 안 맞는거 같아요	0
오자마자 사용해봤어요. 휴...먼저 바리깡자체는 소음이적어 저희냥이 많이 놀라지는 않았어요.처음해보는 셀프미용이라 털이 고르게 밀리지않긴 했는데 그건 제탓인거같아요.일단 등쪽밀고 관뒀지만 숙달되면 괜찮을거같아요.제품자체는 참 좋은거같아요.	1
화질은 조금 떨어지지만 선명해서 만족합니다.	1
항상 먹던 사료인데 저렴한 가격으로 구매했네요~자주 이용할께요...	1
배추상태별로	0
인터넷에 올린 광고하고는 전혀 다른것이 왔어요. 반품하기도 번거롭고 해서 그냥 먹었는데 앞으론 그런 사기치지 마세요.	0
친환경 제품이라 믿고 아기 세제 구매했어요	1
재구매 실망입니다 4키로몽땅버렸어요	0
목이편해요 거치대 계속 구매해야지 했는데 이제 구매하네요 목을 안숙여도 되어 목이 편합니다 거치대도 튼튼하고 추천해요	1
잘지워지고 기름지고 스치면 옷에묻고	1
맛있어서 여러번 주문했어요 다음에도 또 주문할 예정이에요	1
원래쓰던거 입니다~	1
너무 늦게 도착했습니더. 총5일소요.. 초코 제품구입했는데 사진에서 본 색깔보다 색이 이쁘질 않았어요	0
이쁘네요배송빨라요.	1
사무실에서 기침 때문에 옆에 피해를 줄까싶어 따뜻한 물을 많이 마시는데 정말 만족해요	1
이쁘네요 넓고 ㅎ 벤치형이 생각보다 작고 의자는 생각보다 커요~ 설치기사님이ㅡ친절하셔서 좋았어요~	1
배송빠르고 초2여아 좁쌀이 올라와서 구매했어요	1
감자탕에 넣어서 먹었어요. 껍질 다듬기도 편했구요	1
오늘 받았는데.... 소형은 너무 작네요. ㅠ	0
타 브랜드와 바교해도 손색이.없네요.. 좋은 제품 잘쓸께요~~	1
움직이면 심하게 삐그덕 소리나고... 냄새가 3달동안 안빠져서 고생했어요.ㅠ	0
굿 조아요 잘쓷ㄴ게요ㅎ	1
음.. 별로인것같아요 모기가 안 들어가요...	0
제법 튼튼하고 조립도 쉽습니다	1
매번사용하고 저자극인데다 가격도 착합니다. 세정력ㆍ보습 다 만족합니다.	1
5인치라해서 많이 짧을줄 알았는데 좀 기네요 색감은 너무 이뻐요	1
붙이기가 어렵습니다 끝부분처리가 예쁘게 되지 않아요 발톱에 붙였을 때 색상이 예쁘게 표현되지 않습니다 저는 별로 인 것 같습니다	0
길이가 너무 짧아요....:(	0
배송도 빠르고 상품도 좋아요~ 시중보다 저렴하게 구입해서 만족합니다ㅎㅎ	1
아이가 좋아해요! 스스로 신고 벗고 하네요	1
편하고 좋아요 배송도 빨ㄹ요	1
배달이 늦었습니다 5일만에왔네요	1
표시 엄청 나고.. 마감 처리 신경 써주세요. 쓸려서 살이 벌겋게 되네요	0
젖병 눈금이 투명이라 확인하기 너무 불편합니다	0
뒤쪽에 긁힌 자국이 너무 선명하게 있네요... 포장은 신경써 주셨는데 아쉬워요. 저렴이라 배송비가 더 들 것 같아 그냥 쓸게요.	1
일단 배송은 겁나게 느려터지고 엘베가 없다고 개당2만원씩 받으시고 짐2번 날르는데 2만원이라 참 어처구니가 없네요 침대도 허접 그 자체입니다 절대 사지마세요	0
비너 10개주문했는데, 9개가왔어요. 금액은 얼마안하지만, 실수라 생각하고, 지나갑니다. 조금한 물건이라도, 신경좀 쓰셨으면 합니다.	0
다른곳에 배송이 가서 찾으러 갔네요..	1
맛있고 포장도 잘되어 배송되었습니다. 다먹으면 다음에 또 이용할게요~	1
컹...진짜진짜 작아요 너무작아요 인테리어용이네요 뭘 작성할수는없을것같아여ㅜㅜ	1
화이트 구매했는데 겉도는느낌이 많이들어요~~좀 싼티난다고해야하나 암튼 그냥그럭저럭 쓸만합니다	0
생각보다 커요... 특히 어른용은 엄청 커요. 처음 받으면 냄새가 나서 한번 빨아서 써야 하는데... 좋네요. 잘쓸께요	1
좀 많이 부실하네요 옆에 서랍은 풀칠도 다 안됬어요 ㅠㅠ 그리고 위에 테이블면에 이물질이 묻어있고 면이 까슬까슬해요 사포질좀 해야겠어요 ㅠㅠ	0
입자마자 가랭이가 다 터져서 한참을 바느질해서 입혔습니다. ㅠㅠ	0
상품 공정 마무리가 조금 아쉬워요...	1
맛이 질리네요. 제 입맛은 아닌듯	0
배송이 넛우 늦었고 시간약속도 지켜지지않았으며 그에 대한 안내가 미흡함.	0
배송이 너무 느렸....	0
우선 소리도 많이나고 재질자체가 플라스틱과 고무위주인데 안은 또 비어있는듯 약해보이네요. 아무튼 가격을 고려해서인지 제품의 내구성이나 상품성은 떨어져보입니다.	0
땅콩엿이 정말 맛있어요.	1
보호필름 벗기자마자 랜즈깨짐 및 기스 장난아닙니다.. 일반영상은 그럭저럭 볼만하지만 360영상 보면 아무리 미세하게 조정해도 안됩니다. 초점이 맞질않아 어지럽고 볼수가 X	0
사이즈가 너무 애매하내요!	0
아직안먹어봤는데 좋아보여요 ㅎㅎ	1
공차 일때 바람빠짐이 다른 저가 제품보다 더 많이 빠지는듯 하다	1
좋다고 해서 사봤어요 아이가 요즘 건조한데 원래 쓰던거에서 갈아타봤어요 8살이라 키즈용이아니여서 어떨까 걱정했는데 잘맞고 보습좋아요 건조한 부분에 발라주면 금방 가라앉는거같네요	1
양꼬치 저렴하게 잘 구입했어요. 냄새없어서 아이들도 잘 먹었어요. 양꼬치보다는 양갈비가 캠핑 신의 한수네요~^^	1
너무해요 가격이 저렴해서 사긴했지만...이건 해도 너무하네요....두번정도 쓰면..고장날것같아요..ㅠ	0
